title,channel,timestamp,date,hour,day_of_week,is_short,label,pred_class,brainrot_proba
Why Archer's Place Blade Behind Their Arrows 🏹,The Outliners,2026-02-19 02:51:26.738000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.756009352313554
1 Millimeter vs My Water Bottle,Zwigs,2026-02-19 02:50:33.148000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.7439004329858527
must watch till end 🤣 #funny #akshaykumar,@Basant_Khiladi,2026-02-19 02:48:55.838000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.7335838070518912
China ka Mega Solar Project ☀️,Raja Moyal,2026-02-19 02:48:49.143000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.6803447821574581
OH NOOO 😭,NoContext Play,2026-02-19 02:47:51.683000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.6095805958526271
Why US Air Force Buy PlayStation 3?,Ans Arshad,2026-02-19 02:46:58.080000+00:00,2026-02-19,2,Thursday,0,healthy,healthy,0.2529158892105721
"Every Step You Take, Win $1,000",MrBeast,2026-02-19 02:46:52.440000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.7922535172746878
Boy Become A New President in Country 😲,Tehkikati Vlogs,2026-02-19 02:44:51.455000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.7391931520963513
The Ganga river poverty flow!,Geography Perfect,2026-02-19 02:43:50.749000+00:00,2026-02-19,2,Thursday,0,healthy,healthy,0.2213614284562677
THE FATHER OF THE INDIAN NAVY | छत्रपति शिवाजी महाराज,Undezyn,2026-02-19 02:43:03.150000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.7696973706416118
Why Rajpal had to surrender in Jail? #loans #chequebouncecase,The Curious Cobra,2026-02-19 02:42:25.167000+00:00,2026-02-19,2,Thursday,0,healthy,healthy,0.27919561715607544
Only 0.00125% Players See This!,HUSK GAMER,2026-02-19 02:41:57.263000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.7689064697158946
Minecraft But It’s 100x Speed,SB737,2026-02-19 02:40:43.028000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.9003747228199783
Weakness Potion Is OP In Minecraft...,STEEL WING,2026-02-19 02:39:49.120000+00:00,2026-02-19,2,Thursday,0,brainrot,brainrot,0.8569953750467846
You Are Storing VEGETABLES Wrong! Here’s The Proof,AlshiHacks,2026-02-18 18:13:04.993000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.8026041576616224
Sorry Surya dada😝 #cricketshorts #suryakumaryadav #teamindia #comedy #jaspritbumrah #t20worldcup,Saurav Haldar,2026-02-18 18:10:59.706000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.7509911567948848
Best Self defence kit 😱 #shorts,Manchale 2.0,2026-02-18 18:10:55.341000+00:00,2026-02-18,18,Wednesday,1,brainrot,brainrot,0.8565909225489937
Join Snake game before reset,Chirag Way,2026-02-18 18:10:54.545000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.6668707384328898
Adobe बंद हुआ तो YouTube खत्म 😳🔥 (Zero Se Hero Episode),Prince Bakore,2026-02-18 18:10:53.155000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.6101813634647765
https://www.youtube.com/watch?v=K5b0D6qn42I,Unknown,2026-02-18 18:10:46.645000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.925039112041902
What is Simulation Distance?,Voice,2026-02-18 18:09:39.720000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.747308949306727
Delhi or Lucknow: Who Really Wins the Food Battle? #shorts,Ranveer Allahbadia,2026-02-18 18:09:27.896000+00:00,2026-02-18,18,Wednesday,1,brainrot,brainrot,0.9565042918619724
"Lines bending, colors flowing 🎨Sometimes chaos creates the most beautiful patterns ✨ #colourillusion",PoorviCreates,2026-02-18 18:09:11.994000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.6974247146855928
What’s Inside a Giant Pumpkin?! 🎃👀,Mad Shorts,2026-02-18 18:08:46.765000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.8571096244047052
Dhurandhar Banned By BMC,YBP Filmy,2026-02-18 18:07:23.006000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.7440870527873702
why 40 cr damaged claim on ranvir 😱😱 #bollywood #ranvirsingh #gyaanpanchhi,Gyaanpanchhi,2026-02-18 18:07:13.476000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.7472646724294496
What happens to your body if you swim every day for 30 consecutive days #youtubeshorts #youtube,SPACE EXPLORATION,2026-02-18 18:05:58.853000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.5839623380534724
"Villains are not born, they are MADE | Yash Lalwani #shorts #waiter #restaurant",Yash Lalwani,2026-02-18 18:05:35.234000+00:00,2026-02-18,18,Wednesday,1,brainrot,brainrot,0.9181033730158653
A TWELVE diamond vein 😱 #gaming #minecraft #shorts #bedrock #diamond #mining #minecraftshorts,XKG,2026-02-18 18:05:10.002000+00:00,2026-02-18,18,Wednesday,1,brainrot,brainrot,0.9407784424102523
"Minecraft, But Mobs Are Armed With Guns!",BebuPlayz,2026-02-18 18:05:04.726000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.9099783883447481
We react to IRREGULAR PIZZA SLICING,Lionfield,2026-02-18 18:04:42.106000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.7674118163438972
Seedance 2.0 : AI videos 🥵🔥 #seedance2 #ainews #aiupdates #techupdates,Dishant Sethi,2026-02-18 18:04:17.396000+00:00,2026-02-18,18,Wednesday,0,brainrot,healthy,0.11592740700102307
The Most Realistic Choice 😂 | The Town,Valathor,2026-02-18 18:04:08.299000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.7120586174612414
https://www.youtube.com/watch?v=MUkshA_uBCM,Unknown,2026-02-18 18:04:06.553000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.925039112041902
"अक्षय, मरे हुए को अस्पताल क्यों लाया है ? Hospital Scene💥 #shorts #status #viral #bollywood #Mr42r",MR 42R,2026-02-18 18:03:47.992000+00:00,2026-02-18,18,Wednesday,1,brainrot,brainrot,0.9373616646570028
99% Indians Don’t Know This,Abhi and Niyu,2026-02-18 18:02:11.220000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.7105071166966638
"Worst ""Update"" Ever...",STEEL WING,2026-02-18 18:01:35.692000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.8022827942942876
https://www.youtube.com/watch?v=QCReAKCsatk,Unknown,2026-02-18 18:01:34.542000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.925039112041902
Kya Shanky sanp hai 🤮🤮 #amazonmxplayer #newonamazonminitv #grow2viral #ytshorts,MX ShowSpace,2026-02-18 18:01:03.972000+00:00,2026-02-18,18,Wednesday,1,brainrot,brainrot,0.5963540793150053
Healthy habit 😀😉#viralvideo #helthbenefits #comedy #youtubeshorts #cooking #comedy #funny,Nisha ka Desi tadka,2026-02-18 18:00:33.283000+00:00,2026-02-18,18,Wednesday,0,brainrot,brainrot,0.8937885080060896
WEIRDEST WAR IN HISTORY? #curiosity #facts #intellectualcuriosity #history #wars,Curiohh,2026-02-18 17:59:19.341000+00:00,2026-02-18,17,Wednesday,0,brainrot,healthy,0.3184596176592019
https://www.youtube.com/watch?v=Gny9JN3uc_0,Unknown,2026-02-18 17:57:59.782000+00:00,2026-02-18,17,Wednesday,0,brainrot,brainrot,0.925039112041902
https://www.youtube.com/watch?v=qij7jlE2gfY,Unknown,2026-02-18 17:56:34.395000+00:00,2026-02-18,17,Wednesday,0,brainrot,brainrot,0.925039112041902
Why Shivaji Maharaj’s Rajyabhishek Was So Important? | Real History Explained,Nikhil Nagrani,2026-02-18 17:55:33.604000+00:00,2026-02-18,17,Wednesday,0,healthy,healthy,0.08088889124231695
Truth about Mughals,Abhi and Niyu,2026-02-18 17:53:49.787000+00:00,2026-02-18,17,Wednesday,0,brainrot,brainrot,0.707679922745661
INVEST in COPPER now| #shorts,Manvendra Talks,2026-02-18 17:52:47.316000+00:00,2026-02-18,17,Wednesday,1,brainrot,brainrot,0.8229657974012058
New Secret Minecraft dimension discovered! (No Mods),SB737,2026-02-18 17:52:02.510000+00:00,2026-02-18,17,Wednesday,0,brainrot,brainrot,0.8345444894710516
Why Latex Mattress So Expensive 😱 By MAX Gyan,MAX Gyan,2026-02-18 17:51:56.215000+00:00,2026-02-18,17,Wednesday,0,brainrot,brainrot,0.7521140097450995
Gaddari ho gai yeh toh 😂 || #youtubeshorts #comedy #viral,Divyansh Panwar,2026-02-18 13:56:15.338000+00:00,2026-02-18,13,Wednesday,0,brainrot,brainrot,0.776240513096238
They POUR coffee on PIZZA?,Lionfield,2026-02-18 13:55:45.154000+00:00,2026-02-18,13,Wednesday,0,brainrot,brainrot,0.877087818889995
Epstein Files all Names Revealed - Any Indian? 😳 #shorts,Neon Man Shorts,2026-02-18 13:55:06.481000+00:00,2026-02-18,13,Wednesday,1,brainrot,brainrot,0.9661813713641559
"""THAT IS SICK"" | Kingsman | Matadora (Ultra slowed) #edit #shorts",Cold,2026-02-18 13:54:08.840000+00:00,2026-02-18,13,Wednesday,1,brainrot,brainrot,0.9246196711014597
https://www.youtube.com/watch?v=VHPSzFKwaUE,Unknown,2026-02-18 13:37:55.959000+00:00,2026-02-18,13,Wednesday,0,brainrot,brainrot,0.925039112041902
#foryou #viral #trending #hoteldaze #jhatu,baba_editor,2026-02-18 13:36:51.154000+00:00,2026-02-18,13,Wednesday,0,brainrot,brainrot,0.9632787255828489
when your Relative is critical in Village.  #comedyshorts #funnyshorts #funnyreels,Nitesh Shetty,2026-02-18 13:29:33.249000+00:00,2026-02-18,13,Wednesday,0,brainrot,brainrot,0.7691098608046121
Dhurandhar - Title Track 🔥🔥🔥 | LYRICAL EDIT 🔥🔥🔥 #dhurandhar #dhurandhartitletrack,Republic Of Music,2026-02-18 13:29:23.910000+00:00,2026-02-18,13,Wednesday,0,brainrot,brainrot,0.8080932809582791
संजिवन समाधी व जिवंत समाधी यात फरक काय ? संजिवन समाधीचे गुपित उलगडले ! Dyaneshwar Mauli | Varkari,Himalayan Kriya Yogi Abhijitnath 🪷,2026-02-18 13:28:43.241000+00:00,2026-02-18,13,Wednesday,0,brainrot,brainrot,0.6117353019926356
'Snitch' के Founder ने कैसे जीती सभी Sharks की Respect? | Shark Tank India 2 | 300 Crore Valuation,Sony LIV,2026-02-18 13:21:29.929000+00:00,2026-02-18,13,Wednesday,0,brainrot,brainrot,0.6065662866022047
@FlyingBeast320 brings Beast Life to Shark Tank India | Beast Vs Sharks | Full Pitch,SET India,2026-02-18 12:44:27.994000+00:00,2026-02-18,12,Wednesday,0,brainrot,brainrot,0.60378691948854
BRAVEST INDIAN KING : Chhatrapati Shivaji Maharaj’s Legacy I Ashish B On TRS,Ranveer Allahbadia,2026-02-18 12:27:43.677000+00:00,2026-02-18,12,Wednesday,0,healthy,healthy,0.2709942671590261
Why Power Cables Are Almost Always Made of Copper,MEKRA,2026-02-18 12:27:19.448000+00:00,2026-02-18,12,Wednesday,0,brainrot,brainrot,0.8372985087651998
Why Bollywood Wants To Be BEST FRIENDS With RSS,The Sham Sharma Show,2026-02-18 04:52:12.459000+00:00,2026-02-18,4,Wednesday,0,healthy,healthy,0.20817673159328393
Food Delivery Boys | Nitesh Shetty | India's Laughter Champion,SET India,2026-02-18 04:52:08.674000+00:00,2026-02-18,4,Wednesday,0,brainrot,brainrot,0.6281782616670704
"Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 189 | 3rd September, 2020",Sony PAL,2026-02-18 04:51:38.964000+00:00,2026-02-18,4,Wednesday,0,brainrot,brainrot,0.8872129475848246
That bhelwala on my feed🤣 kolkata jhalmuri wala 😭 famous jhalmuri wala 😝 indian bhel wala 🗿🙏,Danny Pandit,2026-02-18 02:49:26.118000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6679306391891972
The Glass Netting Technique & Tutorial Available on our website #glassartist #glassnetting,Artglas Studios,2026-02-18 02:49:00.257000+00:00,2026-02-18,2,Wednesday,0,healthy,healthy,0.3653834606032682
What if you spent 1 week in MEDIEVAL CHINA?,Theoretico,2026-02-18 02:46:58.615000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.7835906295747852
💎Craziest things found metal detecting!#shorts,The Gold Dig,2026-02-18 02:45:07.261000+00:00,2026-02-18,2,Wednesday,1,brainrot,brainrot,0.8941532745190873
Minecraft impossible survival seed moments,As Sadiq Editz,2026-02-18 02:44:40.050000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.7372034312116292
What irritated Trump? #shorts #india #usa #tarrifs,Satirical Citizen,2026-02-18 02:43:01.141000+00:00,2026-02-18,2,Wednesday,1,brainrot,brainrot,0.9232508700989083
Break 4 Stress Cubes For $$$$,Vat19,2026-02-18 02:41:52.081000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6272798954731847
COPPERTIST.WU| Heroic Steed,COPPERTISTWU,2026-02-18 02:41:13.509000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6662998815297424
#fadinhas,Ankit Lodhi,2026-02-18 02:41:02.955000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.7433381491567179
Chatrapati Shivaji Maharaj's Foot Prints!  🤯🦶🏻,Real Thugesh,2026-02-18 02:40:01.759000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6327206364984853
Genius Stationery Ideas That Actually Became Products,bungu,2026-02-18 02:38:35.636000+00:00,2026-02-18,2,Wednesday,0,healthy,healthy,0.26706068134632777
The 350 Years Unconquerable Sea Fort of India | Janjira Fort | Yugveda by Kauntey,YUGVEDA by Kauntey,2026-02-18 02:35:34.137000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.748508367412344
Chopper’s Fruit Is Not Normal… Here’s the Proof!  #onepiece #animeshorts #luffy #dracodile,Dracodile,2026-02-18 02:35:30.165000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.856877108771923
Why are PCBs green?,Ekin Yetkin EN,2026-02-18 02:34:54.550000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6349127725045824
100-Year-Old Tech That Sharpened Every Shave,MEKRA,2026-02-18 02:32:50.152000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6440578478539299
3D Printed Poop #bambulab #3dprinting #3dmodeling,Lebanon Public Library,2026-02-18 02:30:52.094000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6096436550617285
10 Most Popular Plant 3D Prints,ForgeCore,2026-02-18 02:24:40.991000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6860359213345182
1972 Alandi Mystery: Did They Try to Open Dnyaneshwar’s Samadhi। Gajawaja,Gajawaja - गाजावाजा,2026-02-18 02:24:22.269000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.7458076780135329
Best Food On An Air India Flightt!? ✈️🍛🤤,DCT EATS,2026-02-18 02:22:30.569000+00:00,2026-02-18,2,Wednesday,0,brainrot,healthy,0.4905545273491106
How a Soda Can Is Reborn in 60 Days,MEKRA,2026-02-18 02:21:48.538000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6272175873796619
I love the Spear,Dream,2026-02-18 02:20:54.796000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.7987190806956207
This Bolt Isn’t Painted—It’s Armored,MEKRA,2026-02-18 02:20:01.257000+00:00,2026-02-18,2,Wednesday,0,healthy,healthy,0.4331301832206249
The Bizarre Side Of Advertisements | Nitesh Shetty | India's Laughter Champion,SET India,2026-02-18 02:14:55.922000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6057159651185502
Why the Mughal Empire Collapsed 👀 #shorts,Ranveer Allahbadia,2026-02-18 02:14:36.676000+00:00,2026-02-18,2,Wednesday,1,brainrot,brainrot,0.9150855788686649
the REAL desert temple,camman18,2026-02-18 02:14:31.501000+00:00,2026-02-18,2,Wednesday,0,brainrot,brainrot,0.6230064727695025
BRAVEST INDIAN KING : Chhatrapati Shivaji Maharaj’s Legacy I Ashish B On TRS,Ranveer Allahbadia,2026-02-17 17:14:53.954000+00:00,2026-02-17,17,Tuesday,0,healthy,healthy,0.2709942671590261
"Minecraft But, Every Chunk is Random!",YesSmartyPie,2026-02-17 15:47:15.686000+00:00,2026-02-17,15,Tuesday,0,brainrot,brainrot,0.9007073446168512
The Warrior Spirit of Bajirao 🔱 #shorts,Ranveer Allahbadia,2026-02-17 15:47:01.161000+00:00,2026-02-17,15,Tuesday,1,brainrot,brainrot,0.9342123566337602
Protest erupts after Wrong Subject was found on CBSE Students Admit Cards! 😳 #shorts,Neon Man Shorts,2026-02-17 15:46:59.892000+00:00,2026-02-17,15,Tuesday,1,brainrot,brainrot,0.9468638940832792
#exe,YB PLAYZZ,2026-02-17 15:46:11.938000+00:00,2026-02-17,15,Tuesday,0,brainrot,brainrot,0.605678126077194
Answering your most asked tattoo questions 😳 #ezink #tattoo #temporarytattoo #tattooideas,EZINK™,2026-02-17 15:45:34.478000+00:00,2026-02-17,15,Tuesday,0,brainrot,brainrot,0.6333917418386498
What Happened to Singer Shaan?,In Other Words,2026-02-17 15:45:28.827000+00:00,2026-02-17,15,Tuesday,0,brainrot,brainrot,0.5796586430193952
#find,Soap,2026-02-17 15:44:00.097000+00:00,2026-02-17,15,Tuesday,0,brainrot,brainrot,0.7922949713363514
Minecraft Myth Busting 🤣,Pringlez,2026-02-17 15:42:53.193000+00:00,2026-02-17,15,Tuesday,0,brainrot,brainrot,0.6850857577872667
Gold Leaf Not Expensive,FactsManium,2026-02-17 15:42:33.914000+00:00,2026-02-17,15,Tuesday,0,brainrot,brainrot,0.679261090795453
His damaad is diamond 💎#jamnapaar #amazonmxplayer,Amazon MX Empire,2026-02-17 13:42:27.496000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6611530204182106
They Opened 200 Red Bull Cans at the Exact Same Time 😳🎧,Pixie’s Garden,2026-02-17 13:42:02.776000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7659638732609064
The Breathless Scandal: Why We Were Lied To for 28 Years 🤯,Desi Motivation,2026-02-17 13:41:22.021000+00:00,2026-02-17,13,Tuesday,0,healthy,healthy,0.14901501896224711
"Apparently in the UK, “Please” is the password for everything. 💀🍔",DelhiToLondon,2026-02-17 13:40:56.328000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6150209329842876
THE BIGGEST FAIL FROM BRO 😭💀,Aero,2026-02-17 13:39:28.977000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6256519333532038
https://www.youtube.com/watch?v=nFyfsmRfD5Y,Unknown,2026-02-17 13:38:44.421000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.925039112041902
Customers Became Employees! Why ? #Shorts #MangeshShinde,Mochi,2026-02-17 13:37:32.090000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.8695829283400973
Kya apko pata hai? 80s ki SUPERHIT...,PicharLok,2026-02-17 13:37:11.953000+00:00,2026-02-17,13,Tuesday,0,healthy,healthy,0.13187473461236432
Snow's 10 Year Rare Flake,Leiden Oddities,2026-02-17 13:36:56.942000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6539045893672679
Papa Central mall || Chalo na wha chalte Hai || muje bhut bhuk lag rhi h #viral #Suryavanshi #viral,Movie Clips Hari,2026-02-17 13:36:25.668000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6525891479609806
"Yuji completely destroyed Mahito, even without touching him💀||#anime #jujutsukaisen",ANIMINT,2026-02-17 13:36:14.797000+00:00,2026-02-17,13,Tuesday,0,healthy,healthy,0.3891893629134482
#batidao,Remington,2026-02-17 13:35:56.433000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7910021409569847
Did you know KUCH KUCH HOTA HAI KA...,Cinemaan,2026-02-17 13:35:39.592000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.5258014704878111
DHURANDHAR: 3 October ka dhoka 🤯 Kaise dushman ne Hamza aur RAW ko 'Trap' kiya? 🔥,UMA Explained,2026-02-17 13:35:39.264000+00:00,2026-02-17,13,Tuesday,0,healthy,healthy,0.2494789331440801
How This Company Marketed Its Chocolates 🍫,The Outliners,2026-02-17 13:35:09.991000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6375961121148243
Allu Arjun files Defamation Case - Very Angry on her! 😡 #shorts,Neon Man Shorts,2026-02-17 13:34:39.378000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9234337739512054
Bro shocked 😱#jamnapaar #amazonmxplayer,Amazon MX Empire,2026-02-17 13:33:57.529000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6969285552731785
He Got Stuck In Ice For 2 Hours,Attians,2026-02-17 13:33:30.736000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6491010977981503
Patience have limits #josesandwich,Jose Sandwich,2026-02-17 13:33:07.271000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.8194491123372779
#funnyexpression,arjun cine world,2026-02-17 13:32:11.829000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.5807606081389497
Bro is Lucky😼 #minecraft #gaming #memes #funny #shorts,Harsh_BlaziKen,2026-02-17 13:32:10.228000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9820451979950022
The Village Survived for Years🤫 Until One Boy Broke the Rule😨,Moviez Hub,2026-02-17 13:32:07.244000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6822888200995317
Ranbir Kapoor Huge Update on Brahmastra 2 🔥 #shorts,Neon Man Shorts,2026-02-17 13:31:30.507000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9682795558026374
Can exact same diet cost different in different cities? #shorts,Rohit Sadhwani Shorts,2026-02-17 13:30:51.665000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.8593987879241034
Robbing a bank while eating noodles 😱,Curious HQ,2026-02-17 13:29:53.932000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7582768659318356
#commentary #kdrama #dramachannel,KKKLV,2026-02-17 13:29:52.197000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7017629385054305
He Didn’t Expect This at a Street Food Stall.,Ishowindia,2026-02-17 13:29:50.171000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6904670879276298
CA interview 😨#jamnapaar #amazonmxplayer,Amazon MX Empire,2026-02-17 13:29:21.921000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.69699125997892
You missed this in Dhurandhar!!!,RajneshV1,2026-02-17 13:29:05.726000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7066900306287491
DANCING DRAGON😳 #tiktokhacks #minecraft #viral #gaming,HRS Playz,2026-02-17 13:29:03.763000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.9395047215572101
"If we add 500 grm salt in 500 grm water , will weight differ? #shorts",Rohit Sadhwani Shorts,2026-02-17 13:28:58.968000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.919153727331177
Tag your smoker friends….#reelitfeelit #memes #shorts #youtubeshorts,Theasstag Memes,2026-02-17 13:28:43.782000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9096302027596597
Why JOLLY LLB JUDGE Was So Iconic,MR.JHAMUNDA,2026-02-17 13:28:11.516000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.672359903671369
She Stepped On a Dangerous Thing😳,MovieRhythm,2026-02-17 13:28:08.056000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6647791513118344
Tell the story of “Beyond the Reach”from Ben’s perspective..#movie #foryou #edit #funny,TT_Movie666,2026-02-17 13:26:21.056000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.8310780931783021
Scenes outside Marriage Hall #comedyshorts #comedyreels #marriage,Nitesh Shetty,2026-02-17 13:25:56.777000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.8180709094682296
Air India Racism Exposed?! 😡 #shorts,Neon Man Shorts,2026-02-17 13:25:48.384000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9426554084336958
Shanky ke sath game kar diya 😱#jamnapaar #amazonmxplayer,Amazon MX Empire,2026-02-17 13:25:17.296000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7110511539230869
#iphone 🗿||Part-3||,𝐓𝐞𝐜𝐡 𝐔 𝐆𝐲𝐚𝐧,2026-02-17 13:25:08.872000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7026155851053726
₹20 Vs ₹200 Vs Taj Hotel Puri Baji #shorts,Rohit Sadhwani Shorts,2026-02-17 13:24:30.556000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9313269874941965
What if You Were Raised by Roronoa Zoro ?,BrainFeed,2026-02-17 13:24:24.406000+00:00,2026-02-17,13,Tuesday,0,healthy,healthy,0.33582666570794156
Monkey D. Luffy Edit – Pure Aura ⚡|#monkeydluffy #onepiece #trending #viral #luffyedit #shorts,HIRTHIKZZ FX,2026-02-17 13:24:14.111000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9721759952746002
किसी को विश्वास नहीं हुआ कि वह एक करोड़पति है।,Iristhrum Verse,2026-02-17 13:24:08.326000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7719006564407315
#shorts While a young woman is bathing.movie name ：Martial Arts of Shaolin,谷口誠,2026-02-17 13:24:04.592000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.892167904218313
Why Govt Hates Domino's? #shorts,Rohan Gupta,2026-02-17 13:23:26.796000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.8103707774147043
White People Vs Indian Names #shorts #comedy #funny #indiavsamerica,Spicy Gori,2026-02-17 13:23:24.921000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9360360067050638
The Smartest Way to Win the Gold Rush,Bernard Films,2026-02-17 13:23:18.036000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.7430433334270088
Too Finger That Could Destroy Him #shorts,Cinemist,2026-02-17 13:21:55.531000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.9475927314999277
Shivratri pe doodh to chadana hai #animation,Peepal Farm Toons,2026-02-17 13:21:49.682000+00:00,2026-02-17,13,Tuesday,0,healthy,healthy,0.17882160391654284
#foryou #viral #trending #hoteldaze #jhatu,baba_editor,2026-02-17 13:21:46.871000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.9632787255828489
What's happened to Iron Golem 😨?,AKXM,2026-02-17 13:21:41.156000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.6790030922521876
Will 3 Electricians charge same for same problem? #shorts,Rohit Sadhwani Shorts,2026-02-17 13:21:08.505000+00:00,2026-02-17,13,Tuesday,1,brainrot,brainrot,0.907689133188312
Ankle twist se bacho aur sahi shoes lo🫵🏻🥾,Ayushi Dubey,2026-02-17 13:21:03.856000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.5795596505017352
#foryou #viral #trending #hoteldaze #jhatu,baba_editor,2026-02-17 13:19:55.031000+00:00,2026-02-17,13,Tuesday,0,brainrot,brainrot,0.9632787255828489
